mask_id,segmentation,area,bbox,predicted_iou,point_coords,stability_score,crop_box
237,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",15892,"[1597.0, 5.0, 450.0, 152.0]",0.8036450743675232,"[[1763.2109375, 107.34375]]",0.8668280839920044,"[791.0, 0.0, 1257.0, 916.0]"
238,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",122,"[1914.0, 474.0, 11.0, 11.0]",0.8029812574386597,"[[1920.3359375, 479.46875]]",0.975806474685669,"[791.0, 0.0, 1257.0, 916.0]"
239,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",269,"[1695.0, 604.0, 18.0, 17.0]",0.8014764189720154,"[[1704.2890625, 608.28125]]",0.9422382712364197,"[791.0, 0.0, 1257.0, 916.0]"
240,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",3589,"[1262.0, 190.0, 376.0, 164.0]",0.80126953125,"[[1606.0859375, 221.84375]]",0.8962264060974121,"[791.0, 0.0, 1257.0, 916.0]"
241,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",20282,"[1510.0, 0.0, 73.0, 778.0]",0.798555314540863,"[[1547.1640625, 765.71875]]",0.8743520975112915,"[791.0, 0.0, 1257.0, 916.0]"
242,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",7503,"[1575.0, 719.0, 472.0, 48.0]",0.7964450716972351,"[[1782.8515625, 737.09375]]",0.8888748288154602,"[791.0, 0.0, 1257.0, 916.0]"
243,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",104,"[1238.0, 676.0, 13.0, 9.0]",0.7963153719902039,"[[1252.5546875, 679.84375]]",0.8990825414657593,"[791.0, 0.0, 1257.0, 916.0]"
244,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",1180,"[1364.0, 209.0, 33.0, 182.0]",0.7957468628883362,"[[1390.0390625, 379.28125]]",0.920945405960083,"[791.0, 0.0, 1257.0, 916.0]"
245,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",4752,"[1314.0, 217.0, 125.0, 87.0]",0.7953205704689026,"[[1409.6796875, 279.09375]]",0.8457198739051819,"[791.0, 0.0, 1257.0, 916.0]"
246,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",7604,"[1579.0, 459.0, 468.0, 60.0]",0.7886308431625366,"[[1979.2578125, 508.09375]]",0.8826232552528381,"[791.0, 0.0, 1257.0, 916.0]"
247,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",25673,"[826.0, 0.0, 688.0, 313.0]",0.7806271910667419,"[[1468.6015625, 50.09375]]",0.8572198152542114,"[791.0, 0.0, 1257.0, 916.0]"
248,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",7540,"[1333.0, 717.0, 714.0, 51.0]",0.7761803269386292,"[[1802.4921875, 737.09375]]",0.8888053297996521,"[791.0, 0.0, 1257.0, 916.0]"
249,"[[False False False ...  True  True  True]
 [False False False ...  True  True  True]
 [False False False ...  True  True  True]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",137,"[2013.0, 0.0, 34.0, 5.0]",0.7729511260986328,"[[2038.1796875, 7.15625]]",0.949999988079071,"[791.0, 0.0, 1257.0, 916.0]"
250,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",1163,"[1504.0, 437.0, 84.0, 34.0]",0.7666715383529663,"[[1507.8828125, 450.84375]]",0.8922448754310608,"[791.0, 0.0, 1257.0, 916.0]"
251,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",15685,"[1225.0, 40.0, 822.0, 117.0]",0.7535452246665955,"[[1979.2578125, 121.65625]]",0.8935759663581848,"[791.0, 0.0, 1257.0, 916.0]"
252,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",1946,"[1456.0, 44.0, 59.0, 140.0]",0.7522090077400208,"[[1488.2421875, 150.28125]]",0.8429906368255615,"[791.0, 0.0, 1257.0, 916.0]"
253,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",25769,"[1309.0, 202.0, 216.0, 224.0]",0.7437741756439209,"[[1488.2421875, 379.28125]]",0.9178683161735535,"[791.0, 0.0, 1257.0, 916.0]"
254,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",1178,"[1455.0, 142.0, 32.0, 42.0]",0.7430946230888367,"[[1468.6015625, 178.90625]]",0.923202633857727,"[791.0, 0.0, 1257.0, 916.0]"
255,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",20870,"[1519.0, 158.0, 60.0, 619.0]",0.738486111164093,"[[1547.1640625, 694.15625]]",0.9323998689651489,"[791.0, 0.0, 1257.0, 916.0]"
256,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",39851,"[813.0, 569.0, 1194.0, 169.0]",0.7375534176826477,"[[1075.7890625, 651.21875]]",0.8347683548927307,"[791.0, 0.0, 1257.0, 916.0]"
257,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",37944,"[820.0, 289.0, 1202.0, 324.0]",0.7354094386100769,"[[1095.4296875, 322.03125]]",0.9064702987670898,"[791.0, 0.0, 1257.0, 916.0]"
258,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",11100,"[1255.0, 340.0, 197.0, 101.0]",0.7345856428146362,"[[1390.0390625, 422.21875]]",0.9051176309585571,"[791.0, 0.0, 1257.0, 916.0]"
259,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",5167,"[1517.0, 454.0, 22.0, 313.0]",0.7314373850822449,"[[1527.5234375, 479.46875]]",0.8838579058647156,"[791.0, 0.0, 1257.0, 916.0]"
260,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",666,"[1452.0, 420.0, 32.0, 25.0]",0.7307894825935364,"[[1468.6015625, 436.53125]]",0.9107913374900818,"[791.0, 0.0, 1257.0, 916.0]"
261,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",5470,"[1505.0, 444.0, 34.0, 324.0]",0.7293077111244202,"[[1527.5234375, 751.40625]]",0.8133963346481323,"[791.0, 0.0, 1257.0, 916.0]"
262,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",16790,"[911.0, 556.0, 1136.0, 95.0]",0.7236286997795105,"[[1782.8515625, 593.96875]]",0.8956447243690491,"[791.0, 0.0, 1257.0, 916.0]"
263,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",4922,"[1267.0, 698.0, 780.0, 58.0]",0.7099226713180542,"[[1272.1953125, 708.46875]]",0.8544398546218872,"[791.0, 0.0, 1257.0, 916.0]"
264,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",1081,"[1274.0, 304.0, 120.0, 87.0]",0.7091576457023621,"[[1390.0390625, 322.03125]]",0.9238263964653015,"[791.0, 0.0, 1257.0, 916.0]"
265,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",1272,"[1259.0, 320.0, 72.0, 34.0]",0.7090004086494446,"[[1311.4765625, 322.03125]]",0.9249431490898132,"[791.0, 0.0, 1257.0, 916.0]"
266,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",7015,"[1696.0, 218.0, 351.0, 112.0]",0.7083832621574402,"[[1763.2109375, 221.84375]]",0.9143050909042358,"[791.0, 0.0, 1257.0, 916.0]"
267,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",88685,"[828.0, 13.0, 1219.0, 357.0]",0.7079676389694214,"[[1213.2734375, 64.40625]]",0.9156495332717896,"[791.0, 0.0, 1257.0, 916.0]"
268,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",21235,"[1481.0, 0.0, 98.0, 776.0]",0.6981929540634155,"[[1547.1640625, 536.71875]]",0.8169093132019043,"[791.0, 0.0, 1257.0, 916.0]"
269,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",13345,"[1307.0, 215.0, 111.0, 170.0]",0.6878800392150879,"[[1331.1171875, 293.40625]]",0.8571531176567078,"[791.0, 0.0, 1257.0, 916.0]"
270,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",2441,"[1519.0, 188.0, 120.0, 68.0]",0.6864162087440491,"[[1625.7265625, 193.21875]]",0.904408872127533,"[791.0, 0.0, 1257.0, 916.0]"
271,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",1866,"[1456.0, 144.0, 58.0, 40.0]",0.6854909658432007,"[[1488.2421875, 164.59375]]",0.9131105542182922,"[791.0, 0.0, 1257.0, 916.0]"
272,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",157,"[1386.0, 208.0, 12.0, 13.0]",0.6789526343345642,"[[1390.0390625, 207.53125]]",0.8922155499458313,"[791.0, 0.0, 1257.0, 916.0]"
273,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",7756,"[1274.0, 434.0, 773.0, 85.0]",0.6785473823547363,"[[2038.1796875, 508.09375]]",0.8862892389297485,"[791.0, 0.0, 1257.0, 916.0]"
274,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",14848,"[1308.0, 406.0, 222.0, 348.0]",0.6560534238815308,"[[1507.8828125, 479.46875]]",0.8660808801651001,"[791.0, 0.0, 1257.0, 916.0]"
275,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",32797,"[1308.0, 30.0, 216.0, 397.0]",0.6485095024108887,"[[1448.9609375, 336.34375]]",0.8034071922302246,"[791.0, 0.0, 1257.0, 916.0]"
276,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",3109,"[1845.0, 0.0, 202.0, 68.0]",0.6414220929145813,"[[1881.0546875, 7.15625]]",0.927446722984314,"[791.0, 0.0, 1257.0, 916.0]"
277,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",21761,"[1142.0, 598.0, 312.0, 109.0]",0.636160671710968,"[[1291.8359375, 694.15625]]",0.8820236921310425,"[791.0, 0.0, 1257.0, 916.0]"
278,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",21381,"[915.0, 597.0, 551.0, 149.0]",0.6265343427658081,"[[1252.5546875, 608.28125]]",0.8990589380264282,"[791.0, 0.0, 1257.0, 916.0]"
279,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",890,"[1386.0, 730.0, 84.0, 20.0]",0.5857762098312378,"[[1448.9609375, 737.09375]]",0.8782790899276733,"[791.0, 0.0, 1257.0, 916.0]"
280,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",20935,"[1146.0, 597.0, 319.0, 149.0]",0.5788029432296753,"[[1252.5546875, 622.59375]]",0.9024167656898499,"[791.0, 0.0, 1257.0, 916.0]"
281,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",1241,"[1479.0, 173.0, 60.0, 72.0]",0.5726119875907898,"[[1527.5234375, 193.21875]]",0.9318181872367859,"[791.0, 0.0, 1257.0, 916.0]"
282,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",1991,"[1456.0, 38.0, 64.0, 189.0]",0.5709657073020935,"[[1468.6015625, 178.90625]]",0.8588929176330566,"[791.0, 0.0, 1257.0, 916.0]"
283,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",7635,"[1615.0, 712.0, 92.0, 106.0]",0.5691366195678711,"[[1684.6484375, 808.65625]]",0.9516480565071106,"[791.0, 0.0, 1257.0, 916.0]"
284,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",683,"[1613.0, 648.0, 20.0, 87.0]",0.564461886882782,"[[1625.7265625, 694.15625]]",0.851902186870575,"[791.0, 0.0, 1257.0, 916.0]"
285,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",8396,"[1453.0, 57.0, 140.0, 92.0]",0.5641112327575684,"[[1527.5234375, 93.03125]]",0.9008142948150635,"[791.0, 0.0, 1257.0, 916.0]"
286,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",15433,"[1307.0, 215.0, 169.0, 170.0]",0.5572090744972229,"[[1350.7578125, 250.46875]]",0.8418616056442261,"[791.0, 0.0, 1257.0, 916.0]"
287,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",178,"[1381.0, 208.0, 17.0, 16.0]",0.5523742437362671,"[[1390.0390625, 221.84375]]",0.8512820601463318,"[791.0, 0.0, 1257.0, 916.0]"
288,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",39589,"[1313.0, 0.0, 283.0, 775.0]",0.5467051863670349,"[[1547.1640625, 236.15625]]",0.8758195042610168,"[791.0, 0.0, 1257.0, 916.0]"
289,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",11332,"[1063.0, 316.0, 388.0, 125.0]",0.5354580283164978,"[[1350.7578125, 407.90625]]",0.8360897302627563,"[791.0, 0.0, 1257.0, 916.0]"
290,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",5202,"[816.0, 405.0, 684.0, 65.0]",0.5264908671379089,"[[1448.9609375, 450.84375]]",0.8422945141792297,"[791.0, 0.0, 1257.0, 916.0]"
291,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",2436,"[1586.0, 615.0, 48.0, 71.0]",0.5125346183776855,"[[1606.0859375, 651.21875]]",0.8439263105392456,"[791.0, 0.0, 1257.0, 916.0]"
292,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",18405,"[1695.0, 245.0, 55.0, 587.0]",0.4876633286476135,"[[1743.5703125, 665.53125]]",0.8246392011642456,"[791.0, 0.0, 1257.0, 916.0]"
293,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",159,"[1133.0, 318.0, 12.0, 14.0]",0.4404357373714447,"[[1134.7109375, 322.03125]]",0.9570552110671997,"[791.0, 0.0, 1257.0, 916.0]"
294,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",4486,"[1582.0, 105.0, 301.0, 93.0]",0.4303494989871979,"[[1586.4453125, 178.90625]]",0.9335347414016724,"[791.0, 0.0, 1257.0, 916.0]"
295,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",4447,"[1500.0, 104.0, 442.0, 95.0]",0.419004887342453,"[[1586.4453125, 193.21875]]",0.8596276044845581,"[791.0, 0.0, 1257.0, 916.0]"
296,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",2436,"[1412.0, 323.0, 98.0, 97.0]",0.40691399574279785,"[[1409.6796875, 393.59375]]",0.8925361633300781,"[791.0, 0.0, 1257.0, 916.0]"
297,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",44875,"[815.0, 142.0, 622.0, 278.0]",0.40301513671875,"[[1311.4765625, 221.84375]]",0.8309180736541748,"[791.0, 0.0, 1257.0, 916.0]"
298,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",10762,"[1200.0, 922.0, 148.0, 88.0]",0.9773038029670715,"[[1232.9140625, 943.78125]]",0.9742717742919922,"[791.0, 450.0, 1257.0, 916.0]"
299,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",4436,"[1519.0, 1226.0, 145.0, 33.0]",0.9554545283317566,"[[1645.3671875, 1244.34375]]",0.9759946465492249,"[791.0, 450.0, 1257.0, 916.0]"
300,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",2777,"[1875.0, 860.0, 86.0, 64.0]",0.9473363161087036,"[[1900.6953125, 915.15625]]",0.9476825594902039,"[791.0, 450.0, 1257.0, 916.0]"
301,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",2057,"[1958.0, 899.0, 89.0, 26.0]",0.9453190565109253,"[[2038.1796875, 915.15625]]",0.9638267755508423,"[791.0, 450.0, 1257.0, 916.0]"
302,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",3032,"[1705.0, 997.0, 56.0, 95.0]",0.9423892498016357,"[[1723.9296875, 1058.28125]]",0.9732638001441956,"[791.0, 450.0, 1257.0, 916.0]"
303,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",3014,"[1667.0, 997.0, 94.0, 95.0]",0.9395914077758789,"[[1723.9296875, 1072.59375]]",0.9738048315048218,"[791.0, 450.0, 1257.0, 916.0]"
304,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",2955,"[1652.0, 996.0, 56.0, 95.0]",0.9348965287208557,"[[1684.6484375, 1058.28125]]",0.9739478826522827,"[791.0, 450.0, 1257.0, 916.0]"
305,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",5414,"[1570.0, 994.0, 81.0, 97.0]",0.9334193468093872,"[[1645.3671875, 1015.34375]]",0.9474533796310425,"[791.0, 450.0, 1257.0, 916.0]"
306,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",815,"[1993.0, 1154.0, 54.0, 16.0]",0.9161953926086426,"[[2018.5390625, 1158.46875]]",0.9672726988792419,"[791.0, 450.0, 1257.0, 916.0]"
307,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",10742,"[1761.0, 839.0, 286.0, 63.0]",0.9108121395111084,"[[1920.3359375, 872.21875]]",0.9415695667266846,"[791.0, 450.0, 1257.0, 916.0]"
308,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",2157,"[1958.0, 870.0, 89.0, 55.0]",0.9080197811126709,"[[1998.8984375, 915.15625]]",0.9418604373931885,"[791.0, 450.0, 1257.0, 916.0]"
309,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",10685,"[1765.0, 795.0, 282.0, 107.0]",0.9069746732711792,"[[1979.2578125, 886.53125]]",0.9342591762542725,"[791.0, 450.0, 1257.0, 916.0]"
310,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",11110,"[1613.0, 745.0, 434.0, 157.0]",0.9056417346000671,"[[2018.5390625, 886.53125]]",0.8586867451667786,"[791.0, 450.0, 1257.0, 916.0]"
311,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",6939,"[1751.0, 472.0, 296.0, 47.0]",0.9015692472457886,"[[1841.7734375, 485.78125]]",0.9361583590507507,"[791.0, 450.0, 1257.0, 916.0]"
312,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",55163,"[985.0, 1188.0, 415.0, 177.0]",0.901127815246582,"[[1036.5078125, 1344.53125]]",0.9452143907546997,"[791.0, 450.0, 1257.0, 916.0]"
313,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",33991,"[1345.0, 782.0, 529.0, 130.0]",0.8916819095611572,"[[1488.2421875, 800.65625]]",0.8626384735107422,"[791.0, 450.0, 1257.0, 916.0]"
314,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",2922,"[1938.0, 1253.0, 109.0, 28.0]",0.882116436958313,"[[1979.2578125, 1272.96875]]",0.9412740468978882,"[791.0, 450.0, 1257.0, 916.0]"
315,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",1232,"[1299.0, 857.0, 38.0, 44.0]",0.874451756477356,"[[1311.4765625, 872.21875]]",0.9423380494117737,"[791.0, 450.0, 1257.0, 916.0]"
316,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",2533,"[1875.0, 883.0, 83.0, 40.0]",0.8652986288070679,"[[1920.3359375, 886.53125]]",0.9665889739990234,"[791.0, 450.0, 1257.0, 916.0]"
317,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",49376,"[1146.0, 708.0, 734.0, 206.0]",0.8572523593902588,"[[1625.7265625, 800.65625]]",0.9412808418273926,"[791.0, 450.0, 1257.0, 916.0]"
318,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",8426,"[1174.0, 851.0, 200.0, 52.0]",0.8500528335571289,"[[1232.9140625, 872.21875]]",0.9342679977416992,"[791.0, 450.0, 1257.0, 916.0]"
319,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",1027,"[1230.0, 853.0, 36.0, 46.0]",0.8346533179283142,"[[1252.5546875, 857.90625]]",0.910681426525116,"[791.0, 450.0, 1257.0, 916.0]"
320,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",25726,"[1819.0, 1006.0, 228.0, 121.0]",0.8299239277839661,"[[1939.9765625, 1015.34375]]",0.9637182950973511,"[791.0, 450.0, 1257.0, 916.0]"
